,timestamp,time_since_last_recording,latency,cost,reliability,ping_timestamp,time_since_last_ping,ping_success,ping_time,day1,day2,day3,day4,day5,day6,day7
0,2020-04-07 16:34:45.000526,0.0,0.015101526512316181,0.193359375,1,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,2020-04-07 16:50:38.000687,0.0,0.015010133260871554,0.181640625,1,2020-04-07 16:50:19.000267,0.0012912872094603778,1,0.4922351928465397,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,2020-04-07 17:02:20.000023,0.010035458620458956,0.016283188974791803,0.171875,1,2020-04-07 17:00:01.000842,0.00937882288976485,1,0.4922878951575361,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,2020-04-07 17:14:57.000834,0.004081086505653309,0.016183634786789275,0.17968749999999994,1,2020-04-07 17:14:46.000039,0.0007475873317928503,1,0.4918399255140672,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,2020-04-07 17:27:10.000040,0.00943333110323142,0.014916508191685463,0.203125,1,2020-04-07 17:25:18.000097,0.007543835802636942,1,0.4921297882245471,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,2020-04-07 17:35:20.000167,0.00033451528734863183,0.016036124861220774,0.16796874999999994,1,2020-04-07 17:35:12.000225,0.0004757373929590866,1,0.4914841849148418,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,2020-04-07 17:43:18.000686,0.0037465712183046775,0.01640735824388638,0.166015625,1,2020-04-07 17:43:16.000207,0.00013592496941688191,1,0.4916862104403278,0.0,1.0,0.0,0.0,0.0,0.0,0.0
70,2020-04-07 17:52:53.000657,0.0,0.01594424451502919,0.16992187499999994,1,2020-04-07 17:52:51.000308,0.00013592496941688191,1,0.4919365464175604,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,2020-04-07 18:05:07.000345,0.002274703953970697,0.014807193212826834,0.1640625,1,2020-04-07 18:04:32.000396,0.002310724480086992,1,0.4919189789805617,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,2020-04-07 18:17:23.000657,0.0036127651033652244,0.016095008737398494,0.16796874999999994,1,2020-04-07 18:17:23.000463,0.0,1,0.4914051314483474,0.0,1.0,0.0,0.0,0.0,0.0,0.0
