timestamp,time_since_last_recording,latency,cost,reliability,ping_timestamp,time_since_last_ping,ping_success,ping_time,day1,day2,day3,day4,day5,day6,day7
2020-04-07 16:34:45.000526,0.0,0.015101526512316181,0.193359375,1,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:02:20.000023,0.010035458620458956,0.016283188974791803,0.171875,1,2020-04-07 17:00:01.000842,0.00937882288976485,1,0.4922878951575361,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:27:10.000040,0.00943333110323142,0.014916508191685463,0.203125,1,2020-04-07 17:25:18.000097,0.007543835802636942,1,0.4921297882245471,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:43:18.000686,0.0037465712183046775,0.01640735824388638,0.166015625,1,2020-04-07 17:43:16.000207,0.00013592496941688191,1,0.4916862104403278,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 18:05:07.000345,0.002274703953970697,0.014807193212826834,0.1640625,1,2020-04-07 18:04:32.000396,0.002310724480086992,1,0.4919189789805617,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 18:30:06.000945,0.002007091724091791,0.01710673392048224,0.16992187499999994,1,2020-04-07 18:29:31.000380,0.002378686964795433,1,0.4920419510395531,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 18:52:18.000789,0.0046832140228808454,0.016625301649955983,0.16992187499999994,1,2020-04-07 18:51:30.000208,0.003262199266005165,1,0.09444254130543624,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 19:10:59.000907,0.0017394794942128856,0.015020131300462163,0.17578125,1,2020-04-07 19:10:08.000536,0.003466086720130488,1,0.0949695644153996,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 19:32:53.000328,6.690305746972637e-05,0.0149344698104796,0.154296875,1,2020-04-07 19:29:15.000592,0.014747859181731684,1,0.09425808321694906,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 19:55:57.000447,0.012644677861778279,0.016571185843478033,0.17773437499999994,1,2020-04-07 19:55:01.000688,0.0037379366589642533,1,0.09398139608421832,0.0,1.0,0.0,0.0,0.0,0.0,0.0
