,timestamp,time_since_last_recording,latency,cost,reliability,ping_timestamp,time_since_last_ping,ping_success,ping_time,day1,day2,day3,day4,day5,day6,day7
0,2020-04-07 16:35:33.000928,0.0,0.015235164735327947,0.10546875,1,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,2020-04-07 17:02:51.000037,0.002274703953970697,0.015235527956841844,0.107421875,1,2020-04-07 17:01:37.000252,0.004961261383716189,1,0.3776559768812529,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,2020-04-07 17:28:12.000412,0.005017729310229478,0.014943489461483647,0.115234375,1,2020-04-07 17:26:58.000506,0.004961261383716189,1,0.3768654422163079,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,2020-04-07 17:46:38.000926,0.011373519769853482,0.01503714392431826,0.1015625,1,2020-04-07 17:45:21.000565,0.005233111322549952,1,0.3766941597055698,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,2020-04-07 18:03:27.000476,0.0024754131263798754,0.01523899640736761,0.095703125,1,2020-04-07 18:03:25.000166,0.00013592496941688191,1,0.3769664549790509,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100,2020-04-07 18:30:29.000942,0.009299524988291966,0.01506152385622212,0.109375,1,2020-04-07 18:30:16.000156,0.0008835123012097322,1,0.3769225363865539,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,2020-04-07 18:49:27.000331,6.690305746972637e-05,0.0150716100767583,0.11328125,1,2020-04-07 18:47:50.000780,0.006524398532010332,1,0.3787100231011797,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,2020-04-07 19:11:39.000737,0.0030775406436074127,0.014866301740461125,0.099609375,1,2020-04-07 19:09:58.000180,0.006864210955552536,1,0.37713773748978896,0.0,1.0,0.0,0.0,0.0,0.0,0.0
160,2020-04-07 19:33:36.000386,0.0,0.014865596292896563,0.109375,1,2020-04-07 19:32:49.000983,0.003126274296588282,1,0.3776296257257548,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180,2020-04-07 19:54:47.000582,0.01271158091924801,0.01505943480763063,0.115234375,1,2020-04-07 19:54:27.000684,0.0012912872094603778,1,0.3772211828155332,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200,2020-04-07 20:21:16.000181,0.0172609888271894,0.015048372298054209,0.115234375,1,2020-04-07 20:20:08.000708,0.004553486475465543,1,0.3771816560822859,0.0,1.0,0.0,0.0,0.0,0.0,0.0
